County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,dtm_updated
Lewis County,2020-10-18 00:00:00,1,46,47,6.71,9,13,12,9,3,1,0,98,122.12,2021-08-02 11:21:10
Lewis County,2020-10-25 00:00:00,2,49,51,7.29,8,16,11,9,6,1,0,132,164.49,2021-08-02 11:21:10
Lewis County,2020-11-01 00:00:00,11,70,81,11.57,15,14,21,19,12,0,0,207,257.94,2021-08-02 11:21:10
Lewis County,2020-11-08 00:00:00,16,110,126,18,25,26,29,23,15,7,1,299,372.59,2021-08-02 11:21:10
Lewis County,2020-11-15 00:00:00,27,146,173,24.71,31,47,36,31,21,6,1,351,437.38,2021-08-02 11:21:10
Lewis County,2020-11-22 00:00:00,27,151,178,25.43,35,39,47,31,20,6,0,495,616.82,2021-08-02 11:21:10
Lewis County,2020-11-29 00:00:00,70,247,317,45.29,70,77,72,62,29,7,0,549,684.11,2021-08-02 11:21:10
Lewis County,2020-12-06 00:00:00,32,200,232,33.14,30,53,85,35,17,12,0,489,609.35,2021-08-02 11:21:10
Lewis County,2020-12-13 00:00:00,39,218,257,36.71,51,61,65,42,25,13,0,418,520.87,2021-08-02 11:21:10
Lewis County,2020-12-20 00:00:00,30,131,161,23,31,47,38,21,17,6,1,383,477.26,2021-08-02 11:21:10
Lewis County,2020-12-27 00:00:00,34,188,222,31.71,40,68,42,43,26,3,0,458,570.72,2021-08-02 11:21:10
Lewis County,2021-01-03 00:00:00,36,200,236,33.71,27,71,48,55,27,8,0,463,576.95,2021-08-02 11:21:10
Lewis County,2021-01-10 00:00:00,42,185,227,32.43,26,46,47,59,39,10,0,394,490.97,2021-08-02 11:21:10
Lewis County,2021-01-17 00:00:00,13,154,167,23.86,36,31,28,41,26,5,0,329,409.97,2021-08-02 11:21:10
Lewis County,2021-01-24 00:00:00,41,121,162,23.14,28,50,31,34,17,2,0,288,358.88,2021-08-02 11:21:10
Lewis County,2021-01-31 00:00:00,15,111,126,18,15,37,22,24,21,7,0,218,271.65,2021-08-02 11:21:10
Lewis County,2021-02-07 00:00:00,20,72,92,13.14,12,18,18,22,16,6,0,192,239.25,2021-08-02 11:21:10
Lewis County,2021-02-14 00:00:00,33,67,100,14.29,16,28,22,20,8,6,0,171,213.08,2021-08-02 11:21:10
Lewis County,2021-02-21 00:00:00,26,45,71,10.14,8,22,10,17,8,6,0,127,158.26,2021-08-02 11:21:10
Lewis County,2021-02-28 00:00:00,21,35,56,8,12,9,11,9,9,6,0,111,138.32,2021-08-02 11:21:10
Lewis County,2021-03-07 00:00:00,20,35,55,7.86,6,11,13,15,6,4,0,81,100.93,2021-08-02 11:21:10
Lewis County,2021-03-14 00:00:00,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,2021-08-02 11:21:10
Lewis County,2021-03-21 00:00:00,10,40,50,7.14,5,13,11,12,4,4,1,126,157.01,2021-08-02 11:21:10
Lewis County,2021-03-28 00:00:00,30,46,76,10.86,10,18,19,16,3,5,5,180,224.3,2021-08-02 11:21:10
Lewis County,2021-04-04 00:00:00,44,60,104,14.86,26,29,18,15,11,5,0,191,238.01,2021-08-02 11:21:10
Lewis County,2021-04-11 00:00:00,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,2021-08-02 11:21:10
Lewis County,2021-04-18 00:00:00,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,2021-08-02 11:21:10
Lewis County,2021-04-25 00:00:00,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,2021-08-02 11:21:10
Lewis County,2021-05-02 00:00:00,61,86,147,21,27,28,47,26,16,3,0,315,392.52,2021-08-02 11:21:10
Lewis County,2021-05-09 00:00:00,61,107,168,24,29,47,42,27,20,3,0,345,429.91,2021-08-02 11:21:10
Lewis County,2021-05-16 00:00:00,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,2021-08-02 11:21:10
Lewis County,2021-05-23 00:00:00,41,83,124,17.71,28,33,30,18,11,4,0,226,281.62,2021-08-02 11:21:10
Lewis County,2021-05-30 00:00:00,35,67,102,14.57,35,23,22,14,6,2,0,184,229.28,2021-08-02 11:21:10
Lewis County,2021-06-06 00:00:00,23,59,82,11.71,17,17,18,20,9,1,0,142,176.95,2021-08-02 11:21:10
Lewis County,2021-06-13 00:00:00,22,38,60,8.57,13,17,11,12,7,0,0,111,138.32,2021-08-02 11:21:10
Lewis County,2021-06-20 00:00:00,15,36,51,7.29,13,15,13,5,4,0,1,79,98.44,2021-08-02 11:21:10
Lewis County,2021-06-27 00:00:00,7,21,28,4,2,12,5,6,3,0,0,78,97.2,2021-08-02 11:21:10
Lewis County,2021-07-04 00:00:00,8,42,50,7.14,7,14,17,7,4,1,0,99,123.36,2021-08-02 11:21:10
Lewis County,2021-07-11 00:00:00,18,31,49,7,7,8,19,6,7,2,0,131,163.24,2021-08-02 11:21:10
Lewis County,2021-07-18 00:00:00,18,64,82,11.71,16,26,17,12,11,0,0,151,188.16,2021-08-02 11:21:10
Lewis County,2021-07-25 00:00:00,30,39,69,9.86,18,19,10,14,7,1,0,0,0,2021-08-02 11:21:10
Lincoln County,2020-03-08 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,1,9.05,2021-08-02 11:21:10
Lincoln County,2020-04-05 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,1,9.05,2021-08-02 11:21:10
Lincoln County,2020-06-21 00:00:00,0,2,2,0.29,0,0,0,2,0,0,0,2,18.1,2021-08-02 11:21:10
Lincoln County,2020-07-12 00:00:00,0,2,2,0.29,0,0,1,1,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2020-07-19 00:00:00,0,5,5,0.71,1,2,0,1,1,0,0,11,99.55,2021-08-02 11:21:10
Lincoln County,2020-07-26 00:00:00,0,6,6,0.86,2,1,0,1,2,0,0,16,144.8,2021-08-02 11:21:10
Lincoln County,2020-08-02 00:00:00,0,10,10,1.43,2,2,3,3,0,0,0,14,126.7,2021-08-02 11:21:10
Lincoln County,2020-08-09 00:00:00,0,4,4,0.57,0,0,0,0,2,0,2,4,36.2,2021-08-02 11:21:10
Lincoln County,2020-08-30 00:00:00,0,2,2,0.29,0,1,0,1,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2020-09-06 00:00:00,0,5,5,0.71,2,1,0,2,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2020-09-13 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,12,108.6,2021-08-02 11:21:10
Lincoln County,2020-09-20 00:00:00,0,10,10,1.43,2,1,4,2,1,0,0,20,181,2021-08-02 11:21:10
Lincoln County,2020-09-27 00:00:00,0,10,10,1.43,3,0,4,0,1,0,2,13,117.65,2021-08-02 11:21:10
Lincoln County,2020-10-04 00:00:00,0,3,3,0.43,0,1,1,1,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2020-10-11 00:00:00,0,4,4,0.57,0,0,1,1,2,0,0,13,117.65,2021-08-02 11:21:10
Lincoln County,2020-10-18 00:00:00,0,9,9,1.29,0,1,1,5,2,0,0,16,144.8,2021-08-02 11:21:10
Lincoln County,2020-10-25 00:00:00,0,7,7,1,0,1,2,4,0,0,0,13,117.65,2021-08-02 11:21:10
Lincoln County,2020-11-01 00:00:00,1,5,6,0.86,1,1,1,3,0,0,0,41,371.04,2021-08-02 11:21:10
Lincoln County,2020-11-08 00:00:00,0,35,35,5,6,3,6,4,2,13,1,71,642.53,2021-08-02 11:21:10
Lincoln County,2020-11-15 00:00:00,3,33,36,5.14,2,9,8,9,4,4,0,56,506.79,2021-08-02 11:21:10
Lincoln County,2020-11-22 00:00:00,1,19,20,2.86,0,3,6,5,5,1,0,41,371.04,2021-08-02 11:21:10
Lincoln County,2020-11-29 00:00:00,1,20,21,3,2,3,6,6,2,2,0,38,343.89,2021-08-02 11:21:10
Lincoln County,2020-12-06 00:00:00,0,17,17,2.43,0,5,3,3,5,1,0,26,235.29,2021-08-02 11:21:10
Lincoln County,2020-12-13 00:00:00,0,9,9,1.29,2,2,3,0,2,0,0,29,262.44,2021-08-02 11:21:10
Lincoln County,2020-12-20 00:00:00,0,20,20,2.86,0,5,5,9,0,1,0,42,380.09,2021-08-02 11:21:10
Lincoln County,2020-12-27 00:00:00,0,22,22,3.14,3,3,3,7,6,0,0,37,334.84,2021-08-02 11:21:10
Lincoln County,2021-01-03 00:00:00,1,14,15,2.14,2,3,2,3,4,1,0,25,226.24,2021-08-02 11:21:10
Lincoln County,2021-01-10 00:00:00,0,10,10,1.43,1,3,4,2,0,0,0,20,181,2021-08-02 11:21:10
Lincoln County,2021-01-17 00:00:00,1,9,10,1.43,2,1,2,1,4,0,0,19,171.95,2021-08-02 11:21:10
Lincoln County,2021-01-24 00:00:00,0,9,9,1.29,2,2,2,2,1,0,0,23,208.14,2021-08-02 11:21:10
Lincoln County,2021-01-31 00:00:00,0,14,14,2,6,1,2,2,3,0,0,26,235.29,2021-08-02 11:21:10
Lincoln County,2021-02-07 00:00:00,0,12,12,1.71,0,1,2,9,0,0,0,13,117.65,2021-08-02 11:21:10
Lincoln County,2021-02-14 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,4,36.2,2021-08-02 11:21:10
Lincoln County,2021-02-21 00:00:00,0,3,3,0.43,0,0,1,0,1,1,0,4,36.2,2021-08-02 11:21:10
Lincoln County,2021-02-28 00:00:00,1,0,1,0.14,0,0,0,1,0,0,0,5,45.25,2021-08-02 11:21:10
Lincoln County,2021-03-07 00:00:00,0,4,4,0.57,0,1,2,1,0,0,0,6,54.3,2021-08-02 11:21:10
Lincoln County,2021-03-14 00:00:00,1,1,2,0.29,0,0,2,0,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2021-03-21 00:00:00,0,5,5,0.71,2,0,1,0,1,1,0,50,452.49,2021-08-02 11:21:10
Lincoln County,2021-03-28 00:00:00,10,35,45,6.43,31,1,7,4,0,2,0,52,470.59,2021-08-02 11:21:10
Lincoln County,2021-04-04 00:00:00,0,7,7,1,3,0,1,2,1,0,0,24,217.19,2021-08-02 11:21:10
Lincoln County,2021-04-11 00:00:00,0,17,17,2.43,7,1,5,1,2,1,0,48,434.39,2021-08-02 11:21:10
Lincoln County,2021-04-18 00:00:00,2,29,31,4.43,15,3,2,5,5,1,0,56,506.79,2021-08-02 11:21:10
Lincoln County,2021-04-25 00:00:00,4,21,25,3.57,9,1,8,5,1,1,0,49,443.44,2021-08-02 11:21:10
Lincoln County,2021-05-02 00:00:00,0,24,24,3.43,5,4,2,5,7,1,0,50,452.49,2021-08-02 11:21:10
Lincoln County,2021-05-09 00:00:00,2,24,26,3.71,5,3,2,10,5,1,0,69,624.43,2021-08-02 11:21:10
Lincoln County,2021-05-16 00:00:00,11,32,43,6.14,18,5,9,8,1,2,0,80,723.98,2021-08-02 11:21:10
Lincoln County,2021-05-23 00:00:00,4,33,37,5.29,7,10,7,7,6,0,0,73,660.63,2021-08-02 11:21:10
Lincoln County,2021-05-30 00:00:00,2,34,36,5.14,18,3,4,5,4,2,0,57,515.84,2021-08-02 11:21:10
Lincoln County,2021-06-06 00:00:00,2,19,21,3,7,5,6,2,1,0,0,28,253.39,2021-08-02 11:21:10
Lincoln County,2021-06-13 00:00:00,0,7,7,1,0,4,0,2,0,1,0,13,117.65,2021-08-02 11:21:10
Lincoln County,2021-06-20 00:00:00,0,6,6,0.86,3,0,0,1,2,0,0,8,72.4,2021-08-02 11:21:10
Lincoln County,2021-06-27 00:00:00,0,2,2,0.29,1,0,1,0,0,0,0,7,63.35,2021-08-02 11:21:10
Lincoln County,2021-07-04 00:00:00,0,5,5,0.71,0,2,0,2,1,0,0,8,72.4,2021-08-02 11:21:10
Lincoln County,2021-07-11 00:00:00,0,3,3,0.43,0,1,1,1,0,0,0,16,144.8,2021-08-02 11:21:10
Lincoln County,2021-07-18 00:00:00,1,12,13,1.86,1,4,2,4,2,0,0,26,235.29,2021-08-02 11:21:10
Lincoln County,2021-07-25 00:00:00,0,13,13,1.86,4,3,2,1,2,1,0,0,0,2021-08-02 11:21:10
Mason County,2020-03-15 00:00:00,0,3,3,0.43,0,0,1,0,1,1,0,6,9.14,2021-08-02 11:21:10
Mason County,2020-03-22 00:00:00,0,3,3,0.43,0,0,0,1,2,0,0,15,22.85,2021-08-02 11:21:10
Mason County,2020-03-29 00:00:00,0,12,12,1.71,0,1,5,2,4,0,0,14,21.33,2021-08-02 11:21:10
Mason County,2020-04-05 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,4,6.09,2021-08-02 11:21:10
Mason County,2020-04-12 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,5,7.62,2021-08-02 11:21:10
Mason County,2020-04-19 00:00:00,0,3,3,0.43,0,1,1,1,0,0,0,6,9.14,2021-08-02 11:21:10
Mason County,2020-04-26 00:00:00,0,3,3,0.43,0,0,2,0,0,1,0,6,9.14,2021-08-02 11:21:10
Mason County,2020-05-03 00:00:00,0,3,3,0.43,0,2,0,0,1,0,0,6,9.14,2021-08-02 11:21:10
Mason County,2020-05-10 00:00:00,0,3,3,0.43,0,0,2,1,0,0,0,5,7.62,2021-08-02 11:21:10
Mason County,2020-05-17 00:00:00,0,2,2,0.29,0,1,0,0,1,0,0,3,4.57,2021-08-02 11:21:10
Mason County,2020-05-24 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,3,4.57,2021-08-02 11:21:10
Mason County,2020-05-31 00:00:00,0,2,2,0.29,1,0,0,1,0,0,0,5,7.62,2021-08-02 11:21:10
Mason County,2020-06-07 00:00:00,0,3,3,0.43,0,0,0,2,1,0,0,5,7.62,2021-08-02 11:21:10
Mason County,2020-06-14 00:00:00,0,2,2,0.29,0,2,0,0,0,0,0,9,13.71,2021-08-02 11:21:10
Mason County,2020-06-21 00:00:00,0,7,7,1,0,3,0,4,0,0,0,14,21.33,2021-08-02 11:21:10
Mason County,2020-06-28 00:00:00,0,7,7,1,0,1,1,4,1,0,0,21,31.99,2021-08-02 11:21:10
Mason County,2020-07-05 00:00:00,0,14,14,2,3,3,6,1,1,0,0,34,51.79,2021-08-02 11:21:10
Mason County,2020-07-12 00:00:00,0,20,20,2.86,0,4,7,8,1,0,0,68,103.58,2021-08-02 11:21:10
Mason County,2020-07-19 00:00:00,0,48,48,6.86,7,17,15,8,0,1,0,94,143.18,2021-08-02 11:21:10
Mason County,2020-07-26 00:00:00,0,46,46,6.57,12,14,13,6,1,0,0,101,153.85,2021-08-02 11:21:10
Mason County,2020-08-02 00:00:00,0,55,55,7.86,19,22,6,6,2,0,0,85,129.47,2021-08-02 11:21:10
Mason County,2020-08-09 00:00:00,0,30,30,4.29,8,10,6,4,2,0,0,59,89.87,2021-08-02 11:21:10
Mason County,2020-08-16 00:00:00,1,28,29,4.14,4,8,6,7,1,3,0,55,83.78,2021-08-02 11:21:10
Mason County,2020-08-23 00:00:00,0,26,26,3.71,7,4,7,0,6,2,0,43,65.5,2021-08-02 11:21:10
Mason County,2020-08-30 00:00:00,0,17,17,2.43,5,3,8,0,1,0,0,31,47.22,2021-08-02 11:21:10
Mason County,2020-09-06 00:00:00,0,14,14,2,1,9,1,2,0,1,0,37,56.36,2021-08-02 11:21:10
Mason County,2020-09-13 00:00:00,0,23,23,3.29,5,4,3,4,5,2,0,48,73.12,2021-08-02 11:21:10
Mason County,2020-09-20 00:00:00,0,25,25,3.57,3,6,3,6,3,4,0,68,103.58,2021-08-02 11:21:10
Mason County,2020-09-27 00:00:00,0,43,43,6.14,5,9,5,10,9,5,0,76,115.77,2021-08-02 11:21:10
Mason County,2020-10-04 00:00:00,0,33,33,4.71,8,7,7,8,2,1,0,54,82.25,2021-08-02 11:21:10
Mason County,2020-10-11 00:00:00,0,21,21,3,4,9,3,4,1,0,0,44,67.02,2021-08-02 11:21:10
Mason County,2020-10-18 00:00:00,0,23,23,3.29,5,6,5,4,3,0,0,49,74.64,2021-08-02 11:21:10
Mason County,2020-10-25 00:00:00,0,26,26,3.71,2,9,5,6,3,1,0,71,108.15,2021-08-02 11:21:10
Mason County,2020-11-01 00:00:00,0,45,45,6.43,6,11,7,11,9,1,0,89,135.57,2021-08-02 11:21:10
Mason County,2020-11-08 00:00:00,1,43,44,6.29,5,10,6,12,10,1,0,124,188.88,2021-08-02 11:21:10
Mason County,2020-11-15 00:00:00,1,79,80,11.43,10,24,20,19,6,1,0,226,344.25,2021-08-02 11:21:10
Mason County,2020-11-22 00:00:00,0,146,146,20.86,10,22,63,34,14,3,0,404,615.38,2021-08-02 11:21:10
Mason County,2020-11-29 00:00:00,3,255,258,36.86,10,90,92,52,12,2,0,428,651.94,2021-08-02 11:21:10
Mason County,2020-12-06 00:00:00,4,166,170,24.29,10,51,46,36,10,17,0,342,520.94,2021-08-02 11:21:10
Mason County,2020-12-13 00:00:00,6,166,172,24.57,9,57,60,33,11,2,0,322,490.48,2021-08-02 11:21:10
Mason County,2020-12-20 00:00:00,1,149,150,21.43,7,63,59,14,6,1,0,305,464.58,2021-08-02 11:21:10
Mason County,2020-12-27 00:00:00,5,150,155,22.14,12,60,45,24,10,3,1,382,581.87,2021-08-02 11:21:10
Mason County,2021-01-03 00:00:00,5,222,227,32.43,27,81,67,29,10,13,0,332,505.71,2021-08-02 11:21:10
Mason County,2021-01-10 00:00:00,2,103,105,15,8,40,25,17,13,2,0,174,265.04,2021-08-02 11:21:10
Mason County,2021-01-17 00:00:00,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,2021-08-02 11:21:10
Mason County,2021-01-24 00:00:00,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,2021-08-02 11:21:10
Mason County,2021-01-31 00:00:00,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,2021-08-02 11:21:10
Mason County,2021-02-07 00:00:00,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,2021-08-02 11:21:10
Mason County,2021-02-14 00:00:00,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,2021-08-02 11:21:10
Mason County,2021-02-21 00:00:00,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,2021-08-02 11:21:10
Mason County,2021-02-28 00:00:00,1,22,23,3.29,2,2,7,7,3,2,0,50,76.16,2021-08-02 11:21:10
Mason County,2021-03-07 00:00:00,6,21,27,3.86,2,8,6,5,5,1,0,48,73.12,2021-08-02 11:21:10
Mason County,2021-03-14 00:00:00,0,21,21,3,3,5,5,5,1,2,0,47,71.59,2021-08-02 11:21:10
Mason County,2021-03-21 00:00:00,4,22,26,3.71,4,5,6,11,0,0,0,66,100.53,2021-08-02 11:21:10
Mason County,2021-03-28 00:00:00,3,37,40,5.71,7,8,7,11,4,3,0,78,118.81,2021-08-02 11:21:10
Mason County,2021-04-04 00:00:00,2,36,38,5.43,2,10,7,9,8,2,0,90,137.09,2021-08-02 11:21:10
Mason County,2021-04-11 00:00:00,4,48,52,7.43,7,18,16,7,2,1,1,111,169.08,2021-08-02 11:21:10
Mason County,2021-04-18 00:00:00,7,52,59,8.43,8,16,24,9,1,1,0,108,164.51,2021-08-02 11:21:10
Mason County,2021-04-25 00:00:00,5,44,49,7,8,18,12,6,3,2,0,93,141.66,2021-08-02 11:21:10
Mason County,2021-05-02 00:00:00,3,41,44,6.29,6,14,10,7,6,1,0,94,143.18,2021-08-02 11:21:10
Mason County,2021-05-09 00:00:00,6,44,50,7.14,15,17,9,5,2,2,0,86,131,2021-08-02 11:21:10
Mason County,2021-05-16 00:00:00,0,36,36,5.14,14,5,10,5,2,0,0,67,102.06,2021-08-02 11:21:10
Mason County,2021-05-23 00:00:00,1,30,31,4.43,5,10,6,7,3,0,0,56,85.3,2021-08-02 11:21:10
Mason County,2021-05-30 00:00:00,4,21,25,3.57,3,8,6,6,2,0,0,51,77.68,2021-08-02 11:21:10
Mason County,2021-06-06 00:00:00,3,23,26,3.71,3,9,2,8,2,2,0,50,76.16,2021-08-02 11:21:10
Mason County,2021-06-13 00:00:00,1,23,24,3.43,3,11,4,3,3,0,0,43,65.5,2021-08-02 11:21:10
Mason County,2021-06-20 00:00:00,1,18,19,2.71,0,5,6,7,1,0,0,36,54.84,2021-08-02 11:21:10
Mason County,2021-06-27 00:00:00,2,15,17,2.43,7,4,3,2,0,1,0,29,44.17,2021-08-02 11:21:10
Mason County,2021-07-04 00:00:00,0,12,12,1.71,2,6,3,1,0,0,0,28,42.65,2021-08-02 11:21:10
Mason County,2021-07-11 00:00:00,3,13,16,2.29,5,2,3,5,0,1,0,58,88.35,2021-08-02 11:21:10
Mason County,2021-07-18 00:00:00,1,41,42,6,7,17,8,7,3,0,0,67,102.06,2021-08-02 11:21:10
Mason County,2021-07-25 00:00:00,5,20,25,3.57,2,8,6,4,4,1,0,0,0,2021-08-02 11:21:10
Okanogan County,2020-03-15 00:00:00,0,2,2,0.29,0,0,0,1,1,0,0,4,9.27,2021-08-02 11:21:10
Okanogan County,2020-03-22 00:00:00,0,2,2,0.29,0,0,0,1,1,0,0,8,18.55,2021-08-02 11:21:10
Okanogan County,2020-03-29 00:00:00,0,6,6,0.86,2,1,1,0,2,0,0,10,23.19,2021-08-02 11:21:10
Okanogan County,2020-04-05 00:00:00,0,4,4,0.57,2,0,0,2,0,0,0,5,11.59,2021-08-02 11:21:10
Okanogan County,2020-04-12 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,9,20.87,2021-08-02 11:21:10
Okanogan County,2020-04-19 00:00:00,0,8,8,1.14,0,2,2,4,0,0,0,9,20.87,2021-08-02 11:21:10
Okanogan County,2020-04-26 00:00:00,0,1,1,0.14,1,0,0,0,0,0,0,6,13.91,2021-08-02 11:21:10
Okanogan County,2020-05-03 00:00:00,0,5,5,0.71,0,3,1,0,1,0,0,17,39.42,2021-08-02 11:21:10
Okanogan County,2020-05-10 00:00:00,0,12,12,1.71,3,4,3,2,0,0,0,18,41.73,2021-08-02 11:21:10
Okanogan County,2020-05-17 00:00:00,0,6,6,0.86,3,3,0,0,0,0,0,14,32.46,2021-08-02 11:21:10
Okanogan County,2020-05-24 00:00:00,0,8,8,1.14,1,4,1,2,0,0,0,20,46.37,2021-08-02 11:21:10
Okanogan County,2020-05-31 00:00:00,0,12,12,1.71,3,3,2,4,0,0,0,22,51.01,2021-08-02 11:21:10
Okanogan County,2020-06-07 00:00:00,0,10,10,1.43,1,1,4,1,3,0,0,19,44.05,2021-08-02 11:21:10
Okanogan County,2020-06-14 00:00:00,0,9,9,1.29,0,2,2,3,2,0,0,31,71.88,2021-08-02 11:21:10
Okanogan County,2020-06-21 00:00:00,0,22,22,3.14,1,12,9,0,0,0,0,77,178.53,2021-08-02 11:21:10
Okanogan County,2020-06-28 00:00:00,1,54,55,7.86,10,21,14,8,1,1,0,173,401.11,2021-08-02 11:21:10
Okanogan County,2020-07-05 00:00:00,2,116,118,16.86,15,36,47,14,6,0,0,392,908.88,2021-08-02 11:21:10
Okanogan County,2020-07-12 00:00:00,1,273,274,39.14,59,73,68,48,23,3,0,449,1041.04,2021-08-02 11:21:10
Okanogan County,2020-07-19 00:00:00,0,175,175,25,35,57,40,32,10,1,0,303,702.53,2021-08-02 11:21:10
Okanogan County,2020-07-26 00:00:00,2,126,128,18.29,25,45,34,16,8,0,0,213,493.86,2021-08-02 11:21:10
Okanogan County,2020-08-02 00:00:00,2,83,85,12.14,12,22,23,21,4,3,0,149,345.47,2021-08-02 11:21:10
Okanogan County,2020-08-09 00:00:00,1,63,64,9.14,12,15,21,7,7,2,0,120,278.23,2021-08-02 11:21:10
Okanogan County,2020-08-16 00:00:00,2,54,56,8,3,23,11,16,3,0,0,92,213.31,2021-08-02 11:21:10
Okanogan County,2020-08-23 00:00:00,5,31,36,5.14,6,14,8,4,3,1,0,50,115.93,2021-08-02 11:21:10
Okanogan County,2020-08-30 00:00:00,10,4,14,2,2,4,2,4,2,0,0,19,44.05,2021-08-02 11:21:10
Okanogan County,2020-09-06 00:00:00,3,2,5,0.71,2,0,1,0,0,2,0,12,27.82,2021-08-02 11:21:10
Okanogan County,2020-09-13 00:00:00,5,2,7,1,0,3,1,2,1,0,0,15,34.78,2021-08-02 11:21:10
Okanogan County,2020-09-20 00:00:00,3,5,8,1.14,1,1,5,1,0,0,0,17,39.42,2021-08-02 11:21:10
Okanogan County,2020-09-27 00:00:00,7,2,9,1.29,0,0,3,1,5,0,0,16,37.1,2021-08-02 11:21:10
Okanogan County,2020-10-04 00:00:00,1,6,7,1,1,1,1,1,3,0,0,12,27.82,2021-08-02 11:21:10
Okanogan County,2020-10-11 00:00:00,1,4,5,0.71,2,0,2,1,0,0,0,25,57.96,2021-08-02 11:21:10
Okanogan County,2020-10-18 00:00:00,2,18,20,2.86,0,8,1,7,3,0,1,48,111.29,2021-08-02 11:21:10
Okanogan County,2020-10-25 00:00:00,6,22,28,4,11,4,8,2,0,3,0,45,104.34,2021-08-02 11:21:10
Okanogan County,2020-11-01 00:00:00,7,10,17,2.43,1,4,5,6,1,0,0,44,102.02,2021-08-02 11:21:10
Okanogan County,2020-11-08 00:00:00,13,14,27,3.86,5,5,6,7,2,2,0,124,287.5,2021-08-02 11:21:10
Okanogan County,2020-11-15 00:00:00,44,53,97,13.86,18,20,16,17,12,14,0,136,315.33,2021-08-02 11:21:10
Okanogan County,2020-11-22 00:00:00,10,29,39,5.57,6,9,8,4,7,5,0,151,350.1,2021-08-02 11:21:10
Okanogan County,2020-11-29 00:00:00,55,57,112,16,25,22,21,25,16,3,0,220,510.09,2021-08-02 11:21:10
Okanogan County,2020-12-06 00:00:00,60,48,108,15.43,15,24,23,25,18,3,0,231,535.59,2021-08-02 11:21:10
Okanogan County,2020-12-13 00:00:00,57,66,123,17.57,16,26,33,21,18,9,0,213,493.86,2021-08-02 11:21:10
Okanogan County,2020-12-20 00:00:00,41,49,90,12.86,18,19,21,20,5,7,0,162,375.61,2021-08-02 11:21:10
Okanogan County,2020-12-27 00:00:00,33,39,72,10.29,12,13,12,16,17,2,0,151,350.1,2021-08-02 11:21:10
Okanogan County,2021-01-03 00:00:00,46,33,79,11.29,18,25,13,14,6,3,0,148,343.15,2021-08-02 11:21:10
Okanogan County,2021-01-10 00:00:00,38,31,69,9.86,13,12,18,14,7,5,0,122,282.87,2021-08-02 11:21:10
Okanogan County,2021-01-17 00:00:00,27,26,53,7.57,8,19,9,12,3,2,0,74,171.57,2021-08-02 11:21:10
Okanogan County,2021-01-24 00:00:00,13,8,21,3,0,6,8,4,2,1,0,45,104.34,2021-08-02 11:21:10
Okanogan County,2021-01-31 00:00:00,8,16,24,3.43,2,8,6,6,2,0,0,41,95.06,2021-08-02 11:21:10
Okanogan County,2021-02-07 00:00:00,11,6,17,2.43,7,3,6,0,1,0,0,41,95.06,2021-08-02 11:21:10
Okanogan County,2021-02-14 00:00:00,12,12,24,3.43,7,3,5,5,4,0,0,58,134.48,2021-08-02 11:21:10
Okanogan County,2021-02-21 00:00:00,18,16,34,4.86,12,7,8,6,1,0,0,55,127.52,2021-08-02 11:21:10
Okanogan County,2021-02-28 00:00:00,17,4,21,3,5,7,6,1,2,0,0,34,78.83,2021-08-02 11:21:10
Okanogan County,2021-03-07 00:00:00,9,4,13,1.86,3,4,2,3,1,0,0,30,69.56,2021-08-02 11:21:10
Okanogan County,2021-03-14 00:00:00,11,6,17,2.43,3,5,4,3,2,0,0,51,118.25,2021-08-02 11:21:10
Okanogan County,2021-03-21 00:00:00,26,8,34,4.86,7,8,7,8,4,0,0,62,143.75,2021-08-02 11:21:10
Okanogan County,2021-03-28 00:00:00,21,7,28,4,9,7,5,7,0,0,0,66,153.03,2021-08-02 11:21:10
