County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,dtm_updated
Adams County,2020-03-15 00:00:00,0,3,3,0.43,0,0,2,1,0,0,0,16,78.24,2021-08-02 11:21:10
Adams County,2020-03-22 00:00:00,0,13,13,1.86,0,2,5,1,5,0,0,30,146.7,2021-08-02 11:21:10
Adams County,2020-03-29 00:00:00,0,17,17,2.43,2,5,5,3,2,0,0,25,122.25,2021-08-02 11:21:10
Adams County,2020-04-05 00:00:00,0,8,8,1.14,1,2,2,2,1,0,0,10,48.9,2021-08-02 11:21:10
Adams County,2020-04-12 00:00:00,0,2,2,0.29,0,1,0,1,0,0,0,6,29.34,2021-08-02 11:21:10
Adams County,2020-04-19 00:00:00,0,4,4,0.57,0,4,0,0,0,0,0,6,29.34,2021-08-02 11:21:10
Adams County,2020-04-26 00:00:00,0,2,2,0.29,0,1,1,0,0,0,0,3,14.67,2021-08-02 11:21:10
Adams County,2020-05-03 00:00:00,0,1,1,0.14,1,0,0,0,0,0,0,2,9.78,2021-08-02 11:21:10
Adams County,2020-05-10 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,7,34.23,2021-08-02 11:21:10
Adams County,2020-05-17 00:00:00,0,6,6,0.86,0,1,4,1,0,0,0,23,112.47,2021-08-02 11:21:10
Adams County,2020-05-24 00:00:00,0,17,17,2.43,2,9,0,5,1,0,0,31,151.59,2021-08-02 11:21:10
Adams County,2020-05-31 00:00:00,0,14,14,2,5,4,5,0,0,0,0,26,127.14,2021-08-02 11:21:10
Adams County,2020-06-07 00:00:00,0,12,12,1.71,1,2,2,5,1,0,1,25,122.25,2021-08-02 11:21:10
Adams County,2020-06-14 00:00:00,0,13,13,1.86,1,4,2,5,1,0,0,42,205.38,2021-08-02 11:21:10
Adams County,2020-06-21 00:00:00,0,29,29,4.14,0,13,5,8,3,0,0,82,400.98,2021-08-02 11:21:10
Adams County,2020-06-28 00:00:00,0,53,53,7.57,14,8,9,18,3,1,0,111,542.79,2021-08-02 11:21:10
Adams County,2020-07-05 00:00:00,0,58,58,8.29,17,22,9,7,1,2,0,124,606.36,2021-08-02 11:21:10
Adams County,2020-07-12 00:00:00,0,66,66,9.43,14,18,17,11,4,2,0,118,577.02,2021-08-02 11:21:10
Adams County,2020-07-19 00:00:00,0,52,52,7.43,13,10,8,6,5,10,0,86,420.54,2021-08-02 11:21:10
Adams County,2020-07-26 00:00:00,0,34,34,4.86,6,7,8,9,1,3,0,92,449.88,2021-08-02 11:21:10
Adams County,2020-08-02 00:00:00,0,58,58,8.29,6,19,19,10,3,1,0,111,542.79,2021-08-02 11:21:10
Adams County,2020-08-09 00:00:00,0,53,53,7.57,13,11,12,8,7,2,0,113,552.57,2021-08-02 11:21:10
Adams County,2020-08-16 00:00:00,0,60,60,8.57,14,17,15,8,5,0,1,124,606.36,2021-08-02 11:21:10
Adams County,2020-08-23 00:00:00,0,64,64,9.14,9,23,12,14,5,1,0,156,762.84,2021-08-02 11:21:10
Adams County,2020-08-30 00:00:00,0,92,92,13.14,16,23,18,23,10,2,0,141,689.49,2021-08-02 11:21:10
Adams County,2020-09-06 00:00:00,0,49,49,7,6,17,16,7,1,2,0,93,454.77,2021-08-02 11:21:10
Adams County,2020-09-13 00:00:00,0,44,44,6.29,10,10,9,11,2,2,0,84,410.76,2021-08-02 11:21:10
Adams County,2020-09-20 00:00:00,0,40,40,5.71,1,17,10,11,1,0,0,56,273.84,2021-08-02 11:21:10
Adams County,2020-09-27 00:00:00,0,16,16,2.29,4,3,3,2,4,0,0,36,176.04,2021-08-02 11:21:10
Adams County,2020-10-04 00:00:00,0,20,20,2.86,1,7,3,1,5,3,0,37,180.93,2021-08-02 11:21:10
Adams County,2020-10-11 00:00:00,0,17,17,2.43,3,3,4,3,3,1,0,28,136.92,2021-08-02 11:21:10
Adams County,2020-10-18 00:00:00,0,11,11,1.57,4,6,1,0,0,0,0,47,229.83,2021-08-02 11:21:10
Adams County,2020-10-25 00:00:00,0,36,36,5.14,10,11,9,6,0,0,0,122,596.58,2021-08-02 11:21:10
Adams County,2020-11-01 00:00:00,2,84,86,12.29,15,16,21,24,9,1,0,234,1144.25,2021-08-02 11:21:10
Adams County,2020-11-08 00:00:00,3,145,148,21.14,31,43,34,25,11,4,0,294,1437.65,2021-08-02 11:21:10
Adams County,2020-11-15 00:00:00,11,135,146,20.86,23,45,43,20,15,0,0,218,1066.01,2021-08-02 11:21:10
Adams County,2020-11-22 00:00:00,22,50,72,10.29,9,30,20,13,0,0,0,176,860.64,2021-08-02 11:21:10
Adams County,2020-11-29 00:00:00,18,86,104,14.86,20,33,32,15,3,1,0,184,899.76,2021-08-02 11:21:10
Adams County,2020-12-06 00:00:00,28,52,80,11.43,20,21,24,9,5,0,1,139,679.71,2021-08-02 11:21:10
Adams County,2020-12-13 00:00:00,10,49,59,8.43,11,13,18,7,9,1,0,89,435.21,2021-08-02 11:21:10
Adams County,2020-12-20 00:00:00,11,19,30,4.29,11,7,0,5,6,1,0,76,371.64,2021-08-02 11:21:10
Adams County,2020-12-27 00:00:00,16,30,46,6.57,7,15,16,5,3,0,0,88,430.32,2021-08-02 11:21:10
Adams County,2021-01-03 00:00:00,3,39,42,6,12,9,11,3,6,1,0,71,347.19,2021-08-02 11:21:10
Adams County,2021-01-10 00:00:00,7,22,29,4.14,5,10,7,4,3,0,0,61,298.29,2021-08-02 11:21:10
Adams County,2021-01-17 00:00:00,4,28,32,4.57,3,12,7,7,3,0,0,83,405.87,2021-08-02 11:21:10
Adams County,2021-01-24 00:00:00,15,36,51,7.29,15,9,7,13,5,2,0,90,440.1,2021-08-02 11:21:10
Adams County,2021-01-31 00:00:00,5,34,39,5.57,6,11,10,6,5,1,0,77,376.53,2021-08-02 11:21:10
Adams County,2021-02-07 00:00:00,4,34,38,5.43,14,10,8,6,0,0,0,47,229.83,2021-08-02 11:21:10
Adams County,2021-02-14 00:00:00,3,6,9,1.29,2,1,2,3,0,1,0,16,78.24,2021-08-02 11:21:10
Adams County,2021-02-21 00:00:00,2,5,7,1,1,2,3,0,1,0,0,15,73.35,2021-08-02 11:21:10
Adams County,2021-02-28 00:00:00,1,7,8,1.14,1,2,3,1,1,0,0,17,83.13,2021-08-02 11:21:10
Adams County,2021-03-07 00:00:00,0,9,9,1.29,3,0,3,0,3,0,0,20,97.8,2021-08-02 11:21:10
Adams County,2021-03-14 00:00:00,0,11,11,1.57,2,2,4,1,2,0,0,32,156.48,2021-08-02 11:21:10
Adams County,2021-03-21 00:00:00,2,19,21,3,7,8,5,1,0,0,0,32,156.48,2021-08-02 11:21:10
Adams County,2021-03-28 00:00:00,1,10,11,1.57,6,2,3,0,0,0,0,27,132.03,2021-08-02 11:21:10
Adams County,2021-04-04 00:00:00,1,15,16,2.29,6,6,4,0,0,0,0,38,185.82,2021-08-02 11:21:10
Adams County,2021-04-11 00:00:00,7,15,22,3.14,5,5,8,3,1,0,0,39,190.71,2021-08-02 11:21:10
Adams County,2021-04-18 00:00:00,0,17,17,2.43,9,1,5,1,1,0,0,44,215.16,2021-08-02 11:21:10
Adams County,2021-04-25 00:00:00,5,22,27,3.86,8,4,9,4,2,0,0,51,249.39,2021-08-02 11:21:10
Adams County,2021-05-02 00:00:00,1,23,24,3.43,9,7,4,2,2,0,0,51,249.39,2021-08-02 11:21:10
Adams County,2021-05-09 00:00:00,7,20,27,3.86,12,6,6,1,2,0,0,46,224.94,2021-08-02 11:21:10
Adams County,2021-05-16 00:00:00,7,12,19,2.71,5,4,3,5,1,1,0,36,176.04,2021-08-02 11:21:10
Adams County,2021-05-23 00:00:00,2,15,17,2.43,6,3,3,1,2,2,0,24,117.36,2021-08-02 11:21:10
Adams County,2021-05-30 00:00:00,0,7,7,1,3,1,2,0,1,0,0,20,97.8,2021-08-02 11:21:10
Adams County,2021-06-06 00:00:00,2,11,13,1.86,5,3,4,1,0,0,0,34,166.26,2021-08-02 11:21:10
Adams County,2021-06-13 00:00:00,2,19,21,3,6,6,6,2,1,0,0,39,190.71,2021-08-02 11:21:10
Adams County,2021-06-20 00:00:00,2,16,18,2.57,3,5,3,3,1,3,0,28,136.92,2021-08-02 11:21:10
Adams County,2021-06-27 00:00:00,3,7,10,1.43,3,4,2,1,0,0,0,14,68.46,2021-08-02 11:21:10
Adams County,2021-07-04 00:00:00,1,3,4,0.57,0,1,2,1,0,0,0,5,24.45,2021-08-02 11:21:10
Adams County,2021-07-11 00:00:00,0,1,1,0.14,0,1,0,0,0,0,0,8,39.12,2021-08-02 11:21:10
Adams County,2021-07-18 00:00:00,1,6,7,1,1,3,3,0,0,0,0,14,68.46,2021-08-02 11:21:10
Adams County,2021-07-25 00:00:00,1,6,7,1,0,3,3,1,0,0,0,0,0,2021-08-02 11:21:10
Asotin County,2020-03-29 00:00:00,0,4,4,0.57,0,0,2,0,2,0,0,8,35.34,2021-08-02 11:21:10
Asotin County,2020-04-05 00:00:00,0,4,4,0.57,0,0,1,2,0,1,0,10,44.17,2021-08-02 11:21:10
Asotin County,2020-04-12 00:00:00,0,6,6,0.86,0,0,2,4,0,0,0,10,44.17,2021-08-02 11:21:10
Asotin County,2020-04-19 00:00:00,0,4,4,0.57,1,0,0,2,0,1,0,4,17.67,2021-08-02 11:21:10
Asotin County,2020-05-17 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,1,4.42,2021-08-02 11:21:10
Asotin County,2020-06-07 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,1,4.42,2021-08-02 11:21:10
Asotin County,2020-06-21 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,2,8.83,2021-08-02 11:21:10
Asotin County,2020-06-28 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,1,4.42,2021-08-02 11:21:10
Asotin County,2020-07-19 00:00:00,0,2,2,0.29,0,1,1,0,0,0,0,4,17.67,2021-08-02 11:21:10
Asotin County,2020-07-26 00:00:00,0,2,2,0.29,1,1,0,0,0,0,0,7,30.92,2021-08-02 11:21:10
Asotin County,2020-08-02 00:00:00,0,5,5,0.71,0,3,1,1,0,0,0,19,83.92,2021-08-02 11:21:10
Asotin County,2020-08-09 00:00:00,0,14,14,2,1,7,2,2,2,0,0,19,83.92,2021-08-02 11:21:10
Asotin County,2020-08-16 00:00:00,0,5,5,0.71,0,3,1,1,0,0,0,9,39.75,2021-08-02 11:21:10
Asotin County,2020-08-23 00:00:00,0,4,4,0.57,1,0,0,2,1,0,0,11,48.59,2021-08-02 11:21:10
Asotin County,2020-08-30 00:00:00,0,7,7,1,1,2,0,2,2,0,0,22,97.17,2021-08-02 11:21:10
Asotin County,2020-09-06 00:00:00,0,15,15,2.14,2,1,1,4,6,1,0,37,163.43,2021-08-02 11:21:10
Asotin County,2020-09-13 00:00:00,0,22,22,3.14,3,3,4,4,6,2,0,47,207.6,2021-08-02 11:21:10
Asotin County,2020-09-20 00:00:00,0,25,25,3.57,3,3,1,7,4,7,0,41,181.1,2021-08-02 11:21:10
Asotin County,2020-09-27 00:00:00,0,16,16,2.29,1,3,1,4,3,4,0,38,167.84,2021-08-02 11:21:10
Asotin County,2020-10-04 00:00:00,0,22,22,3.14,2,3,4,5,4,4,0,64,282.69,2021-08-02 11:21:10
Asotin County,2020-10-11 00:00:00,0,42,42,6,4,13,11,11,1,2,0,87,384.28,2021-08-02 11:21:10
Asotin County,2020-10-18 00:00:00,0,45,45,6.43,4,14,7,12,7,1,0,138,609.54,2021-08-02 11:21:10
Asotin County,2020-10-25 00:00:00,0,93,93,13.29,9,29,20,21,10,4,0,229,1011.48,2021-08-02 11:21:10
Asotin County,2020-11-01 00:00:00,0,136,136,19.43,13,39,25,34,20,5,0,290,1280.92,2021-08-02 11:21:10
Asotin County,2020-11-08 00:00:00,0,154,154,22,19,45,27,38,18,7,0,271,1197,2021-08-02 11:21:10
Asotin County,2020-11-15 00:00:00,0,117,117,16.71,11,25,31,22,20,8,0,186,821.55,2021-08-02 11:21:10
Asotin County,2020-11-22 00:00:00,0,69,69,9.86,3,15,13,18,14,6,0,162,715.55,2021-08-02 11:21:10
Asotin County,2020-11-29 00:00:00,0,93,93,13.29,9,17,17,25,17,8,0,154,680.21,2021-08-02 11:21:10
Asotin County,2020-12-06 00:00:00,0,61,61,8.71,9,21,8,18,3,2,0,123,543.29,2021-08-02 11:21:10
Asotin County,2020-12-13 00:00:00,1,61,62,8.86,2,17,18,11,12,2,0,102,450.53,2021-08-02 11:21:10
Asotin County,2020-12-20 00:00:00,0,40,40,5.71,5,12,9,7,4,3,0,111,490.28,2021-08-02 11:21:10
Asotin County,2020-12-27 00:00:00,0,71,71,10.14,3,15,10,16,21,6,0,120,530.04,2021-08-02 11:21:10
Asotin County,2021-01-03 00:00:00,0,49,49,7,3,17,7,14,5,3,0,69,304.77,2021-08-02 11:21:10
Asotin County,2021-01-10 00:00:00,0,20,20,2.86,4,3,7,3,2,1,0,41,181.1,2021-08-02 11:21:10
Asotin County,2021-01-17 00:00:00,0,21,21,3,3,5,6,3,2,2,0,42,185.51,2021-08-02 11:21:10
Asotin County,2021-01-24 00:00:00,0,21,21,3,5,0,4,7,5,0,0,42,185.51,2021-08-02 11:21:10
Asotin County,2021-01-31 00:00:00,1,20,21,3,1,5,5,5,3,2,0,36,159.01,2021-08-02 11:21:10
Asotin County,2021-02-07 00:00:00,0,15,15,2.14,2,4,2,3,1,3,0,20,88.34,2021-08-02 11:21:10
Asotin County,2021-02-14 00:00:00,0,5,5,0.71,0,0,2,2,1,0,0,11,48.59,2021-08-02 11:21:10
Asotin County,2021-02-21 00:00:00,1,5,6,0.86,1,2,2,0,1,0,0,11,48.59,2021-08-02 11:21:10
Asotin County,2021-02-28 00:00:00,0,5,5,0.71,0,2,1,0,1,1,0,20,88.34,2021-08-02 11:21:10
Asotin County,2021-03-07 00:00:00,0,15,15,2.14,4,3,2,4,2,0,0,28,123.67,2021-08-02 11:21:10
Asotin County,2021-03-14 00:00:00,1,12,13,1.86,1,2,1,6,2,1,0,23,101.59,2021-08-02 11:21:10
Asotin County,2021-03-21 00:00:00,0,10,10,1.43,2,1,2,3,2,0,0,24,106.01,2021-08-02 11:21:10
Asotin County,2021-03-28 00:00:00,0,14,14,2,4,4,2,4,0,0,0,23,101.59,2021-08-02 11:21:10
Asotin County,2021-04-04 00:00:00,1,8,9,1.29,2,1,5,0,1,0,0,18,79.51,2021-08-02 11:21:10
Asotin County,2021-04-11 00:00:00,0,9,9,1.29,2,2,1,2,2,0,0,21,92.76,2021-08-02 11:21:10
Asotin County,2021-04-18 00:00:00,0,12,12,1.71,0,1,3,5,3,0,0,40,176.68,2021-08-02 11:21:10
Asotin County,2021-04-25 00:00:00,2,26,28,4,8,8,7,2,3,0,0,52,229.68,2021-08-02 11:21:10
Asotin County,2021-05-02 00:00:00,4,20,24,3.43,6,7,3,4,3,1,0,45,198.76,2021-08-02 11:21:10
Asotin County,2021-05-09 00:00:00,3,18,21,3,9,4,3,3,1,1,0,33,145.76,2021-08-02 11:21:10
Asotin County,2021-05-16 00:00:00,1,11,12,1.71,1,4,2,3,1,1,0,21,92.76,2021-08-02 11:21:10
Asotin County,2021-05-23 00:00:00,3,6,9,1.29,0,5,0,0,2,2,0,11,48.59,2021-08-02 11:21:10
Asotin County,2021-05-30 00:00:00,0,2,2,0.29,0,0,0,1,1,0,0,11,48.59,2021-08-02 11:21:10
Asotin County,2021-06-06 00:00:00,0,9,9,1.29,3,1,2,1,2,0,0,13,57.42,2021-08-02 11:21:10
Asotin County,2021-06-13 00:00:00,0,4,4,0.57,0,1,1,0,2,0,0,10,44.17,2021-08-02 11:21:10
Asotin County,2021-06-20 00:00:00,0,6,6,0.86,0,1,0,2,2,1,0,14,61.84,2021-08-02 11:21:10
Asotin County,2021-06-27 00:00:00,5,3,8,1.14,2,2,1,1,2,0,0,12,53,2021-08-02 11:21:10
Asotin County,2021-07-04 00:00:00,0,4,4,0.57,1,3,0,0,0,0,0,20,88.34,2021-08-02 11:21:10
Asotin County,2021-07-11 00:00:00,1,15,16,2.29,4,1,7,2,2,0,0,45,198.76,2021-08-02 11:21:10
Asotin County,2021-07-18 00:00:00,10,19,29,4.14,2,9,10,8,0,0,0,76,335.69,2021-08-02 11:21:10
Asotin County,2021-07-25 00:00:00,2,45,47,6.71,5,15,8,12,5,2,0,0,0,2021-08-02 11:21:10
Benton County,2020-03-08 00:00:00,0,3,3,0.43,0,0,0,0,2,1,0,24,11.67,2021-08-02 11:21:10
Benton County,2020-03-15 00:00:00,0,21,21,3,0,4,2,5,5,5,0,128,62.23,2021-08-02 11:21:10
Benton County,2020-03-22 00:00:00,0,107,107,15.29,3,14,16,15,20,38,1,180,87.51,2021-08-02 11:21:10
Benton County,2020-03-29 00:00:00,0,73,73,10.43,3,14,13,11,13,19,0,157,76.32,2021-08-02 11:21:10
Benton County,2020-04-05 00:00:00,0,84,84,12,7,18,22,26,10,1,0,149,72.44,2021-08-02 11:21:10
Benton County,2020-04-12 00:00:00,0,65,65,9.29,3,13,19,16,11,3,0,189,91.88,2021-08-02 11:21:10
Benton County,2020-04-19 00:00:00,0,124,124,17.71,6,46,36,19,8,9,0,205,99.66,2021-08-02 11:21:10
Benton County,2020-04-26 00:00:00,0,81,81,11.57,7,23,13,11,15,12,0,134,65.14,2021-08-02 11:21:10
Benton County,2020-05-03 00:00:00,0,53,53,7.57,3,7,17,10,11,5,0,122,59.31,2021-08-02 11:21:10
Benton County,2020-05-10 00:00:00,0,69,69,9.86,4,25,21,12,6,1,0,163,79.24,2021-08-02 11:21:10
Benton County,2020-05-17 00:00:00,0,94,94,13.43,9,25,24,10,8,18,0,192,93.34,2021-08-02 11:21:10
Benton County,2020-05-24 00:00:00,0,98,98,14,13,31,25,16,10,3,0,277,134.66,2021-08-02 11:21:10
Benton County,2020-05-31 00:00:00,0,179,179,25.57,21,54,52,36,10,6,0,392,190.57,2021-08-02 11:21:10
Benton County,2020-06-07 00:00:00,0,213,213,30.43,20,70,62,41,14,6,0,489,237.72,2021-08-02 11:21:10
Benton County,2020-06-14 00:00:00,0,276,276,39.43,32,86,63,51,23,21,0,580,281.96,2021-08-02 11:21:10
Benton County,2020-06-21 00:00:00,1,303,304,43.43,41,107,86,42,17,11,0,643,312.59,2021-08-02 11:21:10
Benton County,2020-06-28 00:00:00,0,339,339,48.43,40,126,79,61,24,9,0,858,417.11,2021-08-02 11:21:10
Benton County,2020-07-05 00:00:00,0,519,519,74.14,79,225,110,65,28,12,0,825,401.07,2021-08-02 11:21:10
Benton County,2020-07-12 00:00:00,0,306,306,43.71,56,120,64,46,16,2,2,694,337.38,2021-08-02 11:21:10
Benton County,2020-07-19 00:00:00,5,383,388,55.43,73,144,88,59,18,5,1,608,295.58,2021-08-02 11:21:10
Benton County,2020-07-26 00:00:00,4,216,220,31.43,43,57,53,44,18,5,0,386,187.65,2021-08-02 11:21:10
Benton County,2020-08-02 00:00:00,1,165,166,23.71,37,40,52,25,11,1,0,298,144.87,2021-08-02 11:21:10
Benton County,2020-08-09 00:00:00,6,126,132,18.86,28,44,30,23,7,0,0,258,125.43,2021-08-02 11:21:10
Benton County,2020-08-16 00:00:00,2,124,126,18,19,43,26,26,9,3,0,284,138.07,2021-08-02 11:21:10
Benton County,2020-08-23 00:00:00,7,151,158,22.57,18,62,29,40,5,4,0,252,122.51,2021-08-02 11:21:10
Benton County,2020-08-30 00:00:00,1,93,94,13.43,11,37,21,12,10,3,0,179,87.02,2021-08-02 11:21:10
Benton County,2020-09-06 00:00:00,2,83,85,12.14,17,24,22,12,9,1,0,192,93.34,2021-08-02 11:21:10
Benton County,2020-09-13 00:00:00,3,104,107,15.29,19,24,26,19,14,5,0,216,105.01,2021-08-02 11:21:10
Benton County,2020-09-20 00:00:00,3,106,109,15.57,16,37,25,19,9,3,0,277,134.66,2021-08-02 11:21:10
Benton County,2020-09-27 00:00:00,2,166,168,24,33,41,48,31,8,7,0,310,150.7,2021-08-02 11:21:10
Benton County,2020-10-04 00:00:00,1,141,142,20.29,25,41,38,27,9,2,0,321,156.05,2021-08-02 11:21:10
Benton County,2020-10-11 00:00:00,7,172,179,25.57,26,62,39,37,12,3,0,360,175.01,2021-08-02 11:21:10
Benton County,2020-10-18 00:00:00,2,179,181,25.86,31,39,50,34,23,4,0,496,241.13,2021-08-02 11:21:10
Benton County,2020-10-25 00:00:00,13,302,315,45,40,107,81,55,24,8,0,879,427.32,2021-08-02 11:21:10
Benton County,2020-11-01 00:00:00,3,561,564,80.57,81,182,136,108,46,11,0,1272,618.38,2021-08-02 11:21:10
Benton County,2020-11-08 00:00:00,23,685,708,101.14,114,210,173,149,50,12,0,1530,743.8,2021-08-02 11:21:10
Benton County,2020-11-15 00:00:00,33,789,822,117.43,122,246,196,162,73,22,1,1481,719.98,2021-08-02 11:21:10
Benton County,2020-11-22 00:00:00,22,637,659,94.14,120,181,165,123,53,17,0,1538,747.69,2021-08-02 11:21:10
Benton County,2020-11-29 00:00:00,26,853,879,125.57,137,291,219,137,83,12,0,1668,810.89,2021-08-02 11:21:10
Benton County,2020-12-06 00:00:00,30,759,789,112.71,159,232,184,127,53,29,5,1531,744.29,2021-08-02 11:21:10
Benton County,2020-12-13 00:00:00,21,721,742,106,126,225,169,144,65,13,0,1205,585.8,2021-08-02 11:21:10
Benton County,2020-12-20 00:00:00,13,450,463,66.14,78,124,102,102,47,10,0,1142,555.18,2021-08-02 11:21:10
Benton County,2020-12-27 00:00:00,19,660,679,97,134,211,156,109,59,10,0,1515,736.51,2021-08-02 11:21:10
Benton County,2021-01-03 00:00:00,36,800,836,119.43,199,242,183,124,58,30,0,1396,678.66,2021-08-02 11:21:10
Benton County,2021-01-10 00:00:00,20,540,560,80,115,149,149,88,45,14,0,1016,493.92,2021-08-02 11:21:10
Benton County,2021-01-17 00:00:00,29,427,456,65.14,107,114,120,78,24,11,2,839,407.88,2021-08-02 11:21:10
Benton County,2021-01-24 00:00:00,19,364,383,54.71,94,88,93,67,28,12,1,715,347.59,2021-08-02 11:21:10
Benton County,2021-01-31 00:00:00,23,309,332,47.43,86,70,82,63,21,10,0,592,287.8,2021-08-02 11:21:10
Benton County,2021-02-07 00:00:00,15,245,260,37.14,60,71,60,47,18,4,0,473,229.95,2021-08-02 11:21:10
Benton County,2021-02-14 00:00:00,15,198,213,30.43,47,60,50,32,16,8,0,367,178.42,2021-08-02 11:21:10
Benton County,2021-02-21 00:00:00,10,144,154,22,43,42,42,17,9,1,0,323,157.02,2021-08-02 11:21:10
Benton County,2021-02-28 00:00:00,18,151,169,24.14,38,60,35,27,8,1,0,293,142.44,2021-08-02 11:21:10
Benton County,2021-03-07 00:00:00,11,113,124,17.71,26,31,38,21,7,1,0,285,138.55,2021-08-02 11:21:10
Benton County,2021-03-14 00:00:00,25,136,161,23,36,47,38,31,9,0,0,309,150.22,2021-08-02 11:21:10
Benton County,2021-03-21 00:00:00,12,136,148,21.14,39,56,32,16,5,0,0,325,158,2021-08-02 11:21:10
Benton County,2021-03-28 00:00:00,24,153,177,25.29,36,58,38,37,8,0,0,373,181.33,2021-08-02 11:21:10
Benton County,2021-04-04 00:00:00,25,171,196,28,47,70,50,21,4,3,1,461,224.11,2021-08-02 11:21:10
Benton County,2021-04-11 00:00:00,34,231,265,37.86,82,63,73,36,5,5,1,480,233.35,2021-08-02 11:21:10
Benton County,2021-04-18 00:00:00,17,198,215,30.71,58,63,52,31,10,1,0,438,212.93,2021-08-02 11:21:10
Benton County,2021-04-25 00:00:00,19,204,223,31.86,66,70,48,23,11,5,0,391,190.08,2021-08-02 11:21:10
Benton County,2021-05-02 00:00:00,14,154,168,24,53,52,40,17,4,2,0,303,147.3,2021-08-02 11:21:10
Benton County,2021-05-09 00:00:00,6,129,135,19.29,45,37,29,17,6,1,0,259,125.91,2021-08-02 11:21:10
Benton County,2021-05-16 00:00:00,9,115,124,17.71,35,31,32,16,6,4,0,241,117.16,2021-08-02 11:21:10
Benton County,2021-05-23 00:00:00,12,105,117,16.71,44,25,28,11,9,0,0,259,125.91,2021-08-02 11:21:10
Benton County,2021-05-30 00:00:00,6,136,142,20.29,36,45,25,21,15,0,0,271,131.75,2021-08-02 11:21:10
Benton County,2021-06-06 00:00:00,7,122,129,18.43,45,34,26,13,11,0,0,250,121.54,2021-08-02 11:21:10
Benton County,2021-06-13 00:00:00,6,115,121,17.29,26,37,30,18,8,2,0,277,134.66,2021-08-02 11:21:10
Benton County,2021-06-20 00:00:00,16,140,156,22.29,25,49,34,29,18,1,0,391,190.08,2021-08-02 11:21:10
Benton County,2021-06-27 00:00:00,31,204,235,33.57,58,66,68,27,13,3,0,492,239.18,2021-08-02 11:21:10
Benton County,2021-07-04 00:00:00,18,239,257,36.71,58,80,53,35,24,7,0,618,300.44,2021-08-02 11:21:10
Benton County,2021-07-11 00:00:00,37,324,361,51.57,59,127,92,55,20,8,0,942,457.95,2021-08-02 11:21:10
Benton County,2021-07-18 00:00:00,65,516,581,83,121,188,129,94,40,8,1,1022,496.84,2021-08-02 11:21:10
Benton County,2021-07-25 00:00:00,71,370,441,63,87,156,103,72,19,4,0,0,0,2021-08-02 11:21:10
Chelan County,2020-03-08 00:00:00,0,2,2,0.29,0,1,0,1,0,0,0,9,11.3,2021-08-02 11:21:10
Chelan County,2020-03-15 00:00:00,0,7,7,1,0,1,0,4,0,2,0,14,17.57,2021-08-02 11:21:10
Chelan County,2020-03-22 00:00:00,0,7,7,1,0,1,0,1,1,4,0,24,30.13,2021-08-02 11:21:10
Chelan County,2020-03-29 00:00:00,0,17,17,2.43,1,5,4,2,4,1,0,45,56.49,2021-08-02 11:21:10
Chelan County,2020-04-05 00:00:00,0,28,28,4,0,6,6,10,5,1,0,48,60.26,2021-08-02 11:21:10
Chelan County,2020-04-12 00:00:00,0,20,20,2.86,1,14,4,1,0,0,0,35,43.94,2021-08-02 11:21:10
Chelan County,2020-04-19 00:00:00,0,15,15,2.14,1,5,7,1,1,0,0,46,57.75,2021-08-02 11:21:10
Chelan County,2020-04-26 00:00:00,0,31,31,4.43,4,8,9,5,5,0,0,57,71.55,2021-08-02 11:21:10
Chelan County,2020-05-03 00:00:00,0,26,26,3.71,5,8,4,9,0,0,0,58,72.81,2021-08-02 11:21:10
Chelan County,2020-05-10 00:00:00,0,32,32,4.57,7,8,13,2,1,1,0,83,104.19,2021-08-02 11:21:10
Chelan County,2020-05-17 00:00:00,0,51,51,7.29,5,16,24,5,1,0,0,68,85.36,2021-08-02 11:21:10
Chelan County,2020-05-24 00:00:00,0,17,17,2.43,3,3,5,4,2,0,0,31,38.92,2021-08-02 11:21:10
Chelan County,2020-05-31 00:00:00,0,14,14,2,4,6,2,1,1,0,0,23,28.87,2021-08-02 11:21:10
Chelan County,2020-06-07 00:00:00,0,9,9,1.29,4,3,2,0,0,0,0,26,32.64,2021-08-02 11:21:10
Chelan County,2020-06-14 00:00:00,0,17,17,2.43,0,8,4,4,0,1,0,57,71.55,2021-08-02 11:21:10
Chelan County,2020-06-21 00:00:00,0,40,40,5.71,2,17,11,6,2,2,0,150,188.3,2021-08-02 11:21:10
Chelan County,2020-06-28 00:00:00,0,110,110,15.71,18,35,30,16,8,3,0,264,331.41,2021-08-02 11:21:10
Chelan County,2020-07-05 00:00:00,0,154,154,22,23,52,44,23,7,5,0,332,416.77,2021-08-02 11:21:10
Chelan County,2020-07-12 00:00:00,0,178,178,25.43,22,67,44,37,5,3,0,386,484.56,2021-08-02 11:21:10
Chelan County,2020-07-19 00:00:00,1,207,208,29.71,40,66,53,26,16,7,0,442,554.86,2021-08-02 11:21:10
